"","ID","Red_list_category","Latitude","Longitude","temperate_or_tropical","System","Primary_threat","year","Abundance"
"14334",253,"VU",13.905,-60.97028,"Tropical","Terrestrial","Habitat loss",1950,1000
"14504",83,"VU",-30,26,"Tropical","Terrestrial","Invasive spp/genes",1950,80
"14505",82,"VU",-22,17,"Tropical","Terrestrial","Exploitation",1950,50000
"28790",384,"NT",52.5,-3.75,"Temperate","Terrestrial","Exploitation",1951,31
"43376",384,"NT",52.5,-3.75,"Temperate","Terrestrial","Exploitation",1952,31
"57962",384,"NT",52.5,-3.75,"Temperate","Terrestrial","Exploitation",1953,28
"72548",384,"NT",52.5,-3.75,"Temperate","Terrestrial","Exploitation",1954,31
"87134",384,"NT",52.5,-3.75,"Temperate","Terrestrial","Exploitation",1955,28
"101720",384,"NT",52.5,-3.75,"Temperate","Terrestrial","Exploitation",1956,25
"102020",83,"VU",-30,26,"Tropical","Terrestrial","Invasive spp/genes",1956,110
"116306",384,"NT",52.5,-3.75,"Temperate","Terrestrial","Exploitation",1957,25
"130871",405,"VU",47.5,16.41667,"Temperate","Terrestrial","Habitat degradation/change",1958,300
"130892",384,"NT",52.5,-3.75,"Temperate","Terrestrial","Exploitation",1958,31
"131273",2,"VU",-4.33333,55.66667,"Tropical","Terrestrial","Invasive spp/genes",1958,30
"145478",384,"NT",52.5,-3.75,"Temperate","Terrestrial","Exploitation",1959,26
"145803",58,"LC",-3.18333,35.53333,"Tropical","Terrestrial","Habitat degradation/change",1959,20000
"145829",32,"LC",-3.5,35.75,"Tropical","Terrestrial","Exploitation",1959,600
"160064",384,"NT",52.5,-3.75,"Temperate","Terrestrial","Exploitation",1960,24
"160167",280,"VU",58.54111,41.77306,"Temperate","Terrestrial","Habitat loss",1960,1e+05
"174650",384,"NT",52.5,-3.75,"Temperate","Terrestrial","Exploitation",1961,33
"174906",127,"VU",-3.16667,35.58333,"Tropical","Terrestrial","Disease",1961,67.5
"174972",61,"LC",-34.05,20.45,"Tropical","Terrestrial","Invasive spp/genes",1961,84
"174973",60,"LC",-2.33333,34.83333,"Tropical","Terrestrial","Disease",1961,260000
"175001",32,"LC",-3.5,35.75,"Tropical","Terrestrial","Exploitation",1961,451
"189236",384,"NT",52.5,-3.75,"Temperate","Terrestrial","Exploitation",1962,38
"189492",127,"VU",-3.16667,35.58333,"Tropical","Terrestrial","Disease",1962,12.5
"189550",69,"LC",11.33333,14.66667,"Tropical","Terrestrial","Habitat loss",1962,20000
"203822",384,"NT",52.5,-3.75,"Temperate","Terrestrial","Exploitation",1963,38
"204148",57,"LC",-3.18333,35.53333,"Tropical","Terrestrial","Habitat degradation/change",1963,7500
"218408",384,"NT",52.5,-3.75,"Temperate","Terrestrial","Exploitation",1964,40
"218734",57,"LC",-3.18333,35.53333,"Tropical","Terrestrial","Habitat degradation/change",1964,15000
"232994",384,"NT",52.5,-3.75,"Temperate","Terrestrial","Exploitation",1965,44
"233215",162,"EN",7.1,39.78333,"Tropical","Terrestrial","Habitat degradation/change",1965,7500
"233221",156,"LC",2,33,"Tropical","Terrestrial","Habitat loss",1965,4500
"233300",77,"NT",0.33333,32.58333,"Tropical","Terrestrial","Habitat loss",1965,230
"233320",57,"LC",-3.18333,35.53333,"Tropical","Terrestrial","Habitat degradation/change",1965,11250
"233338",39,"LC",2,33,"Tropical","Terrestrial","Habitat loss",1965,25000
"233345",32,"LC",-3.5,35.75,"Tropical","Terrestrial","Exploitation",1965,285
"247559",405,"VU",47.5,16.41667,"Temperate","Terrestrial","Habitat degradation/change",1966,135
"247580",384,"NT",52.5,-3.75,"Temperate","Terrestrial","Exploitation",1966,38
"247746",217,"EN",26.63333,93.38333,"Tropical","Terrestrial","Habitat loss",1966,349
"247749",214,"VU",26.63333,93.38333,"Tropical","Terrestrial","Invasive spp/genes",1966,120
"247752",211,"VU",26.63333,93.38333,"Tropical","Terrestrial","Habitat loss",1966,213
"247754",209,"EN",26.63333,93.38333,"Tropical","Terrestrial","Invasive spp/genes",1966,471
"247756",207,"VU",26.63333,93.38333,"Tropical","Terrestrial","Habitat loss",1966,1
"247906",57,"LC",-3.18333,35.53333,"Tropical","Terrestrial","Habitat degradation/change",1966,12000
"262166",384,"NT",52.5,-3.75,"Temperate","Terrestrial","Exploitation",1967,49
"262350",199,"VU",25.77056,-171.7375,"Tropical","Terrestrial","Climate change",1967,7779
"262438",111,"VU",-23.83333,31.5,"Tropical","Terrestrial","Habitat loss",1967,6000
"262463",86,"LC",3.88278,33.87444,"Tropical","Terrestrial","Exploitation",1967,72
"262492",57,"LC",-3.18333,35.53333,"Tropical","Terrestrial","Habitat degradation/change",1967,10500
"262517",32,"LC",-3.5,35.75,"Tropical","Terrestrial","Exploitation",1967,380
"276752",384,"NT",52.5,-3.75,"Temperate","Terrestrial","Exploitation",1968,52
"276845",291,"LC",78,20,"Temperate","Terrestrial","Disease",1968,2000
"276871",264,"OA",18.72806,-64.32111,"Tropical","Terrestrial","Invasive spp/genes",1968,2.03
"276936",199,"VU",25.77056,-171.7375,"Tropical","Terrestrial","Climate change",1968,7900
"277024",111,"VU",-23.83333,31.5,"Tropical","Terrestrial","Habitat loss",1968,6400
"277049",86,"LC",3.88278,33.87444,"Tropical","Terrestrial","Exploitation",1968,143
"277067",68,"LC",-8,32.16667,"Tropical","Terrestrial","Habitat degradation/change",1968,9000
"277068",67,"LC",-7.5,32,"Tropical","Terrestrial","Habitat degradation/change",1968,13000
"277078",57,"LC",-3.18333,35.53333,"Tropical","Terrestrial","Habitat degradation/change",1968,14200
"291338",384,"NT",52.5,-3.75,"Temperate","Terrestrial","Exploitation",1969,58
"291522",199,"VU",25.77056,-171.7375,"Tropical","Terrestrial","Climate change",1969,9710
"291561",160,"LC",-13.5,34,"Tropical","Terrestrial","Habitat degradation/change",1969,350
"291564",157,"LC",-2,30,"Tropical","Terrestrial","Habitat degradation/change",1969,575
"291610",111,"VU",-23.83333,31.5,"Tropical","Terrestrial","Habitat loss",1969,7600
"291638",83,"VU",-30,26,"Tropical","Terrestrial","Invasive spp/genes",1969,150
"291663",58,"LC",-3.18333,35.53333,"Tropical","Terrestrial","Habitat degradation/change",1969,16100
"291664",57,"LC",-3.18333,35.53333,"Tropical","Terrestrial","Habitat degradation/change",1969,16750
"305812",500,"LC",59,26,"Temperate","Terrestrial","Exploitation",1970,13500
"305815",493,"LC",60,100,"Temperate","Terrestrial","Exploitation",1970,478000
"305901",407,"VU",47,20,"Temperate","Terrestrial","Habitat degradation/change",1970,2700
"305902",406,"VU",53.5,12,"Temperate","Terrestrial","Habitat degradation/change",1970,950
"305924",384,"NT",52.5,-3.75,"Temperate","Terrestrial","Exploitation",1970,60
"305972",336,"LC",54,-4,"Temperate","Terrestrial","Habitat loss",1970,3250
"306108",199,"VU",25.77056,-171.7375,"Tropical","Terrestrial","Climate change",1970,9005
"306141",166,"EN",6.75,39.75,"Tropical","Terrestrial","Habitat loss",1970,1000
"306188",119,"EN",-23.83333,31.5,"Tropical","Terrestrial","Habitat degradation/change",1970,250
"306190",117,"EN",-3.16667,35.58333,"Tropical","Terrestrial","Habitat loss",1970,77
"306196",111,"VU",-23.83333,31.5,"Tropical","Terrestrial","Habitat loss",1970,8200
"306233",74,"CR",1,38,"Tropical","Terrestrial","Exploitation",1970,19000
"306234",73,"LC",-30,26,"Tropical","Terrestrial","Habitat loss",1970,700
"306246",61,"LC",-34.05,20.45,"Tropical","Terrestrial","Invasive spp/genes",1970,190
"306250",57,"LC",-3.18333,35.53333,"Tropical","Terrestrial","Habitat degradation/change",1970,14200
"306271",36,"LC",9.75,10.5,"Tropical","Terrestrial","Exploitation",1970,680
"306275",32,"LC",-3.5,35.75,"Tropical","Terrestrial","Exploitation",1970,451
"320510",384,"NT",52.5,-3.75,"Temperate","Terrestrial","Exploitation",1971,59
"320694",199,"VU",25.77056,-171.7375,"Tropical","Terrestrial","Climate change",1971,8370
"320782",111,"VU",-23.83333,31.5,"Tropical","Terrestrial","Habitat loss",1971,8700
"320807",86,"LC",3.88278,33.87444,"Tropical","Terrestrial","Exploitation",1971,165
"320835",58,"LC",-3.18333,35.53333,"Tropical","Terrestrial","Habitat degradation/change",1971,16400
"320836",57,"LC",-3.18333,35.53333,"Tropical","Terrestrial","Habitat degradation/change",1971,16750
"335096",384,"NT",52.5,-3.75,"Temperate","Terrestrial","Exploitation",1972,64
"335220",259,"EN",-26.41667,-48.83333,"Tropical","Terrestrial","Habitat loss",1972,450
"335262",217,"EN",26.63333,93.38333,"Tropical","Terrestrial","Habitat loss",1972,422
"335265",214,"VU",26.63333,93.38333,"Tropical","Terrestrial","Invasive spp/genes",1972,105
"335268",211,"VU",26.63333,93.38333,"Tropical","Terrestrial","Habitat loss",1972,516
"335270",209,"EN",26.63333,93.38333,"Tropical","Terrestrial","Invasive spp/genes",1972,555
"335272",207,"VU",26.63333,93.38333,"Tropical","Terrestrial","Habitat loss",1972,18
"335279",200,"EN",-8.86667,-140.1,"Tropical","Terrestrial","Invasive spp/genes",1972,70
"335280",199,"VU",25.77056,-171.7375,"Tropical","Terrestrial","Climate change",1972,10200
"335368",111,"VU",-23.83333,31.5,"Tropical","Terrestrial","Habitat loss",1972,7800
"335386",93,"EN",-1.16667,29.58333,"Tropical","Terrestrial","Habitat loss",1972,274
"335421",58,"LC",-3.18333,35.53333,"Tropical","Terrestrial","Habitat degradation/change",1972,15900
"335422",57,"LC",-3.18333,35.53333,"Tropical","Terrestrial","Habitat degradation/change",1972,15000
"335425",54,"LC",-30,26,"Tropical","Terrestrial","Invasive spp/genes",1972,2200
"349682",384,"NT",52.5,-3.75,"Temperate","Terrestrial","Exploitation",1973,73
"349811",254,"CR",18.23278,-66.4575,"Tropical","Terrestrial","Habitat loss",1973,16
"349866",199,"VU",25.77056,-171.7375,"Tropical","Terrestrial","Climate change",1973,10175
"349948",117,"EN",-3.16667,35.58333,"Tropical","Terrestrial","Habitat loss",1973,42
"349949",116,"VU",2,33,"Tropical","Terrestrial","Exploitation",1973,30000
"349954",111,"VU",-23.83333,31.5,"Tropical","Terrestrial","Habitat loss",1973,7500
"350000",65,"CR",0.51,38.05,"Tropical","Terrestrial","Habitat loss",1973,10000
"350007",58,"LC",-3.18333,35.53333,"Tropical","Terrestrial","Habitat degradation/change",1973,15600
"350008",57,"LC",-3.18333,35.53333,"Tropical","Terrestrial","Habitat degradation/change",1973,14000
"350027",38,"LC",7.2,38.6,"Tropical","Terrestrial","Habitat degradation/change",1973,450
"350040",25,"EN",-20.40444,57.42667,"Tropical","Terrestrial","Habitat loss",1973,59
"350060",5,"EN",-20.3,57.58333,"Tropical","Terrestrial","Pollution",1973,1
"364268",384,"NT",52.5,-3.75,"Temperate","Terrestrial","Exploitation",1974,78
"364397",254,"CR",18.23278,-66.4575,"Tropical","Terrestrial","Habitat loss",1974,16
"364421",230,"NT",21.33306,70.79167,"Tropical","Terrestrial","Habitat degradation/change",1974,142
"364422",229,"VU",21.33306,70.79167,"Tropical","Terrestrial","Habitat loss",1974,180
"364452",199,"VU",25.77056,-171.7375,"Tropical","Terrestrial","Climate change",1974,9200
"364534",117,"EN",-3.16667,35.58333,"Tropical","Terrestrial","Habitat loss",1974,44
"364540",111,"VU",-23.83333,31.5,"Tropical","Terrestrial","Habitat loss",1974,7800
"364593",58,"LC",-3.18333,35.53333,"Tropical","Terrestrial","Habitat degradation/change",1974,13500
"364594",57,"LC",-3.18333,35.53333,"Tropical","Terrestrial","Habitat degradation/change",1974,16000
"364626",25,"EN",-20.40444,57.42667,"Tropical","Terrestrial","Habitat loss",1974,59
"364646",5,"EN",-20.3,57.58333,"Tropical","Terrestrial","Pollution",1974,1
"378832",406,"VU",53.5,12,"Temperate","Terrestrial","Habitat degradation/change",1975,850
"378854",384,"NT",52.5,-3.75,"Temperate","Terrestrial","Exploitation",1975,73
"378947",291,"LC",78,20,"Temperate","Terrestrial","Disease",1975,3500
"378974",263,"VU",18.08722,-67.97194,"Tropical","Terrestrial","Invasive spp/genes",1975,2000
"378983",254,"CR",18.23278,-66.4575,"Tropical","Terrestrial","Habitat loss",1975,14
"378994",243,"EN",17.97389,-67.12639,"Tropical","Terrestrial","Invasive spp/genes",1975,1663
"379036",201,"EN",-9.38333,-140.05,"Tropical","Terrestrial","Invasive spp/genes",1975,275
"379038",199,"VU",25.77056,-171.7375,"Tropical","Terrestrial","Climate change",1975,11680
"379057",180,"NE",-19.84806,57.78083,"Tropical","Terrestrial","Invasive spp/genes",1975,10.91
"379058",179,"NE",-19.84806,57.78083,"Tropical","Terrestrial","Invasive spp/genes",1975,39.6
"379059",178,"EN",-19.84806,57.78083,"Tropical","Terrestrial","Invasive spp/genes",1975,2.6
"379061",176,"VU",-19.84806,57.78083,"Tropical","Terrestrial","Invasive spp/genes",1975,14.26
"379062",175,"EN",-19.84806,57.78083,"Tropical","Terrestrial","Invasive spp/genes",1975,0.17
"379071",166,"EN",6.75,39.75,"Tropical","Terrestrial","Habitat loss",1975,500
"379105",132,"LC",-1.91667,40.11667,"Tropical","Terrestrial","Habitat loss",1975,1600
"379110",127,"VU",-3.16667,35.58333,"Tropical","Terrestrial","Disease",1975,100
"379118",119,"EN",-23.83333,31.5,"Tropical","Terrestrial","Habitat degradation/change",1975,220
"379120",117,"EN",-3.16667,35.58333,"Tropical","Terrestrial","Habitat loss",1975,59
"379126",111,"VU",-23.83333,31.5,"Tropical","Terrestrial","Habitat loss",1975,7600
"379151",86,"LC",3.88278,33.87444,"Tropical","Terrestrial","Exploitation",1975,76
"379160",77,"NT",0.33333,32.58333,"Tropical","Terrestrial","Habitat loss",1975,187
"379171",66,"CR",1,38,"Tropical","Terrestrial","Disease",1975,12500
"379179",58,"LC",-3.18333,35.53333,"Tropical","Terrestrial","Habitat degradation/change",1975,16200
"379180",57,"LC",-3.18333,35.53333,"Tropical","Terrestrial","Habitat degradation/change",1975,15950
"379184",53,"LC",0.56667,30.36667,"Tropical","Terrestrial","Habitat loss",1975,0.91
"379200",37,"LC",9.08333,40,"Tropical","Terrestrial","Habitat degradation/change",1975,12
"379201",36,"LC",9.75,10.5,"Tropical","Terrestrial","Exploitation",1975,800
"379205",32,"LC",-3.5,35.75,"Tropical","Terrestrial","Exploitation",1975,985
"379208",29,"VU",-10.91417,23.99833,"Tropical","Terrestrial","Disease",1975,15000
"379212",25,"EN",-20.40444,57.42667,"Tropical","Terrestrial","Habitat loss",1975,49
"379217",20,"VU",-26.5,31.5,"Tropical","Terrestrial","Habitat loss",1975,10
"379230",7,"VU",-22,24,"Tropical","Terrestrial","Habitat loss",1975,685
"379232",5,"EN",-20.3,57.58333,"Tropical","Terrestrial","Pollution",1975,1
"379235",2,"VU",-4.33333,55.66667,"Tropical","Terrestrial","Invasive spp/genes",1975,274
"393440",384,"NT",52.5,-3.75,"Temperate","Terrestrial","Exploitation",1976,79
"393566",257,"EN",-23,-60,"Tropical","Terrestrial","Exploitation",1976,72
"393576",247,"EN",18.08722,-67.97194,"Tropical","Terrestrial","Invasive spp/genes",1976,200
"393579",244,"EN",18.28833,-65.64,"Tropical","Terrestrial","Invasive spp/genes",1976,200
"393596",227,"VU",30.00556,70.01472,"Temperate","Terrestrial","Exploitation",1976,1000
"393598",225,"NT",36.58694,75.39972,"Temperate","Terrestrial","Exploitation",1976,300
"393624",199,"VU",25.77056,-171.7375,"Tropical","Terrestrial","Climate change",1976,20802
"393682",141,"LC",4.15972,29.49889,"Tropical","Terrestrial","Exploitation",1976,53000
"393705",118,"EN",-19,29,"Tropical","Terrestrial","Exploitation",1976,600
"393706",117,"EN",-3.16667,35.58333,"Tropical","Terrestrial","Habitat loss",1976,30
"393707",116,"VU",2,33,"Tropical","Terrestrial","Exploitation",1976,6000
"393712",111,"VU",-23.83333,31.5,"Tropical","Terrestrial","Habitat loss",1976,7400
"393720",103,"LC",-9,37.5,"Tropical","Terrestrial","Exploitation",1976,9700
"393765",58,"LC",-3.18333,35.53333,"Tropical","Terrestrial","Habitat degradation/change",1976,18000
"393766",57,"LC",-3.18333,35.53333,"Tropical","Terrestrial","Habitat degradation/change",1976,10100
"393772",51,"EN",-1.89972,40.11833,"Tropical","Terrestrial","Habitat loss",1976,1500
"393775",48,"NT",4.15972,25.49889,"Tropical","Terrestrial","Exploitation",1976,490
"393782",41,"LC",-2.33333,34.83333,"Tropical","Terrestrial","Exploitation",1976,488
"393791",32,"LC",-3.5,35.75,"Tropical","Terrestrial","Exploitation",1976,1071
"393798",25,"EN",-20.40444,57.42667,"Tropical","Terrestrial","Habitat loss",1976,45
"393818",5,"EN",-20.3,57.58333,"Tropical","Terrestrial","Pollution",1976,2
"393819",4,"EN",-4.58333,55.93333,"Tropical","Terrestrial","Habitat loss",1976,46
"408005",405,"VU",47.5,16.41667,"Temperate","Terrestrial","Habitat degradation/change",1977,30
"408026",384,"NT",52.5,-3.75,"Temperate","Terrestrial","Exploitation",1977,86
"408049",361,"CR",37.02944,37.99028,"Temperate","Terrestrial","Pollution",1977,26
"408152",257,"EN",-23,-60,"Tropical","Terrestrial","Exploitation",1977,22
"408155",254,"CR",18.23278,-66.4575,"Tropical","Terrestrial","Habitat loss",1977,18
"408156",253,"VU",13.905,-60.97028,"Tropical","Terrestrial","Habitat loss",1977,100
"408183",226,"VU",32.83,71.62972,"Tropical","Terrestrial","Exploitation",1977,2157
"408210",199,"VU",25.77056,-171.7375,"Tropical","Terrestrial","Climate change",1977,11320
"408286",123,"VU",-0.25,30.18639,"Tropical","Terrestrial","Exploitation",1977,34
"408292",117,"EN",-3.16667,35.58333,"Tropical","Terrestrial","Habitat loss",1977,26
"408298",111,"VU",-23.83333,31.5,"Tropical","Terrestrial","Habitat loss",1977,7000
"408316",93,"EN",-1.16667,29.58333,"Tropical","Terrestrial","Habitat loss",1977,268
"408328",81,"EN",1,38,"Tropical","Terrestrial","Invasive spp/genes",1977,13700
"408340",69,"LC",11.33333,14.66667,"Tropical","Terrestrial","Habitat loss",1977,700
"408341",68,"LC",-8,32.16667,"Tropical","Terrestrial","Habitat degradation/change",1977,1000
"408342",67,"LC",-7.5,32,"Tropical","Terrestrial","Habitat degradation/change",1977,750
"408351",58,"LC",-3.18333,35.53333,"Tropical","Terrestrial","Habitat degradation/change",1977,15000
"408352",57,"LC",-3.18333,35.53333,"Tropical","Terrestrial","Habitat degradation/change",1977,10150
"408384",25,"EN",-20.40444,57.42667,"Tropical","Terrestrial","Habitat loss",1977,45
"408404",5,"EN",-20.3,57.58333,"Tropical","Terrestrial","Pollution",1977,4
"408405",4,"EN",-4.58333,55.93333,"Tropical","Terrestrial","Habitat loss",1977,39
"408406",3,"EN",-4.58333,55.66667,"Tropical","Terrestrial","Habitat loss",1977,38
"422589",407,"VU",47,20,"Temperate","Terrestrial","Habitat degradation/change",1978,3600
"422591",405,"VU",47.5,16.41667,"Temperate","Terrestrial","Habitat degradation/change",1978,83
"422612",384,"NT",52.5,-3.75,"Temperate","Terrestrial","Exploitation",1978,86
"422635",361,"CR",37.02944,37.99028,"Temperate","Terrestrial","Pollution",1978,26
"422647",349,"LC",59.37611,24.43417,"Temperate","Terrestrial","Habitat loss",1978,1300000
"422648",348,"LC",53.27222,7.17472,"Temperate","Terrestrial","Habitat loss",1978,3700000
"422686",310,"LC",53.27222,7.17472,"Temperate","Terrestrial","Habitat degradation/change",1978,1590000
"422720",275,"LC",59.37611,24.43417,"Temperate","Terrestrial","Habitat degradation/change",1978,3500000
"422722",273,"LC",56,10,"Temperate","Terrestrial","Habitat degradation/change",1978,1700000
"422741",254,"CR",18.23278,-66.4575,"Tropical","Terrestrial","Habitat loss",1978,19
"422778",217,"EN",26.63333,93.38333,"Tropical","Terrestrial","Habitat loss",1978,773
"422781",214,"VU",26.63333,93.38333,"Tropical","Terrestrial","Invasive spp/genes",1978,215
"422784",211,"VU",26.63333,93.38333,"Tropical","Terrestrial","Habitat loss",1978,697
"422786",209,"EN",26.63333,93.38333,"Tropical","Terrestrial","Invasive spp/genes",1978,610
"422788",207,"VU",26.63333,93.38333,"Tropical","Terrestrial","Habitat loss",1978,23
"422796",199,"VU",25.77056,-171.7375,"Tropical","Terrestrial","Climate change",1978,6188
"422808",187,"NT",-29.03333,167.95,"Tropical","Terrestrial","Invasive spp/genes",1978,24
"422815",180,"NE",-19.84806,57.78083,"Tropical","Terrestrial","Invasive spp/genes",1978,19.46
"422816",179,"NE",-19.84806,57.78083,"Tropical","Terrestrial","Invasive spp/genes",1978,35.37
"422817",178,"EN",-19.84806,57.78083,"Tropical","Terrestrial","Invasive spp/genes",1978,2.53
"422819",176,"VU",-19.84806,57.78083,"Tropical","Terrestrial","Invasive spp/genes",1978,14.85
"422820",175,"EN",-19.84806,57.78083,"Tropical","Terrestrial","Invasive spp/genes",1978,0.21
"422825",170,"LC",9,-4,"Tropical","Terrestrial","Exploitation",1978,10000
"422853",142,"LC",9,-4,"Tropical","Terrestrial","Exploitation",1978,3000
"422855",140,"LC",9,-4,"Tropical","Terrestrial","Exploitation",1978,3600
"422860",135,"CR",-19.7,63.41667,"Tropical","Terrestrial","Habitat loss",1978,151
"422864",131,"LC",9,-4,"Tropical","Terrestrial","Exploitation",1978,4900
"422868",127,"VU",-3.16667,35.58333,"Tropical","Terrestrial","Disease",1978,73
"422872",123,"VU",-0.25,30.18639,"Tropical","Terrestrial","Exploitation",1978,30
"422873",122,"LC",9,-4,"Tropical","Terrestrial","Exploitation",1978,26000
"422879",116,"VU",2,33,"Tropical","Terrestrial","Exploitation",1978,4000
"422884",111,"VU",-23.83333,31.5,"Tropical","Terrestrial","Habitat loss",1978,7500
"422887",108,"LC",9,-4,"Tropical","Terrestrial","Exploitation",1978,50000
"422890",105,"LC",9,-4,"Tropical","Terrestrial","Exploitation",1978,1200
"422896",99,"LC",9,-4,"Tropical","Terrestrial","Exploitation",1978,1700
"422899",96,"EN",-2.301579,28.696392,"Tropical","Terrestrial","Habitat degradation/change",1978,240
"422925",70,"LC",7,21,"Tropical","Terrestrial","Exploitation",1978,55900
"422930",65,"CR",0.51,38.05,"Tropical","Terrestrial","Habitat loss",1978,2385
"422938",57,"LC",-3.18333,35.53333,"Tropical","Terrestrial","Habitat degradation/change",1978,11900
"422941",54,"LC",-30,26,"Tropical","Terrestrial","Invasive spp/genes",1978,5900
"422950",45,"LC",9,-4,"Tropical","Terrestrial","Exploitation",1978,15000
"422951",44,"LC",9,-4,"Tropical","Terrestrial","Exploitation",1978,6000
"422961",34,"LC",9,-3.5,"Tropical","Terrestrial","Exploitation",1978,13000
"422970",25,"EN",-20.40444,57.42667,"Tropical","Terrestrial","Habitat loss",1978,20
"422989",6,"CR",11.76667,42.65806,"Tropical","Terrestrial","Habitat loss",1978,5600
"422990",5,"EN",-20.3,57.58333,"Tropical","Terrestrial","Pollution",1978,1
"422991",4,"EN",-4.58333,55.93333,"Tropical","Terrestrial","Habitat loss",1978,38
"422992",3,"EN",-4.58333,55.66667,"Tropical","Terrestrial","Habitat loss",1978,41
"437177",405,"VU",47.5,16.41667,"Temperate","Terrestrial","Habitat degradation/change",1979,74
"437198",384,"NT",52.5,-3.75,"Temperate","Terrestrial","Exploitation",1979,86
"437221",361,"CR",37.02944,37.99028,"Temperate","Terrestrial","Pollution",1979,24
"437233",349,"LC",59.37611,24.43417,"Temperate","Terrestrial","Habitat loss",1979,2300000
"437234",348,"LC",53.27222,7.17472,"Temperate","Terrestrial","Habitat loss",1979,3400000
"437272",310,"LC",53.27222,7.17472,"Temperate","Terrestrial","Habitat degradation/change",1979,1500000
"437293",288,"LC",54.25,13.58333,"Temperate","Terrestrial","Exploitation",1979,312
"437306",275,"LC",59.37611,24.43417,"Temperate","Terrestrial","Habitat degradation/change",1979,5e+06
"437308",273,"LC",56,10,"Temperate","Terrestrial","Habitat degradation/change",1979,1300000
"437324",257,"EN",-23,-60,"Tropical","Terrestrial","Exploitation",1979,10
"437327",254,"CR",18.23278,-66.4575,"Tropical","Terrestrial","Habitat loss",1979,25
"437351",230,"NT",21.33306,70.79167,"Tropical","Terrestrial","Habitat degradation/change",1979,161
"437352",229,"VU",21.33306,70.79167,"Tropical","Terrestrial","Habitat loss",1979,205
"437382",199,"VU",25.77056,-171.7375,"Tropical","Terrestrial","Climate change",1979,6290
"437391",190,"CR",-37,144,"Tropical","Terrestrial","Habitat loss",1979,72
"437446",135,"CR",-19.7,63.41667,"Tropical","Terrestrial","Habitat loss",1979,70
"437458",123,"VU",-0.25,30.18639,"Tropical","Terrestrial","Exploitation",1979,39
"437464",117,"EN",-3.16667,35.58333,"Tropical","Terrestrial","Habitat loss",1979,22
"437470",111,"VU",-23.83333,31.5,"Tropical","Terrestrial","Habitat loss",1979,7300
"437485",96,"EN",-2.301579,28.696392,"Tropical","Terrestrial","Habitat degradation/change",1979,223
"437556",25,"EN",-20.40444,57.42667,"Tropical","Terrestrial","Habitat loss",1979,13
"437576",5,"EN",-20.3,57.58333,"Tropical","Terrestrial","Pollution",1979,1
"437577",4,"EN",-4.58333,55.93333,"Tropical","Terrestrial","Habitat loss",1979,38
"451762",406,"VU",53.5,12,"Temperate","Terrestrial","Habitat degradation/change",1980,550
"451763",405,"VU",47.5,16.41667,"Temperate","Terrestrial","Habitat degradation/change",1980,31
"451784",384,"NT",52.5,-3.75,"Temperate","Terrestrial","Exploitation",1980,98
"451803",365,"LC",41.25,1.58333,"Temperate","Terrestrial","Exploitation",1980,14
"451805",363,"LC",42.33333,-3.66667,"Temperate","Terrestrial","Exploitation",1980,21
"451807",361,"CR",37.02944,37.99028,"Temperate","Terrestrial","Pollution",1980,18
"451808",360,"CR",30.08333,-9.66667,"Temperate","Terrestrial","Habitat loss",1980,67
"451819",349,"LC",59.37611,24.43417,"Temperate","Terrestrial","Habitat loss",1980,1900000
"451820",348,"LC",53.27222,7.17472,"Temperate","Terrestrial","Habitat loss",1980,3750000
"451858",310,"LC",53.27222,7.17472,"Temperate","Terrestrial","Habitat degradation/change",1980,1650000
"451879",288,"LC",54.25,13.58333,"Temperate","Terrestrial","Exploitation",1980,387
"451892",275,"LC",59.37611,24.43417,"Temperate","Terrestrial","Habitat degradation/change",1980,4500000
"451894",273,"LC",56,10,"Temperate","Terrestrial","Habitat degradation/change",1980,1200000
"451913",254,"CR",18.23278,-66.4575,"Tropical","Terrestrial","Habitat loss",1980,18
"451954",213,"LC",20,77,"Tropical","Terrestrial","Habitat degradation/change",1980,347
"451969",198,"CR",19.59278,-155.51972,"Tropical","Terrestrial","Invasive spp/genes",1980,2200
"451977",190,"CR",-37,144,"Tropical","Terrestrial","Habitat loss",1980,90
"452001",166,"EN",6.75,39.75,"Tropical","Terrestrial","Habitat loss",1980,875
"452014",153,"LC",13,-13,"Tropical","Terrestrial","Exploitation",1980,600
"452048",119,"EN",-23.83333,31.5,"Tropical","Terrestrial","Habitat degradation/change",1980,350
"452050",117,"EN",-3.16667,35.58333,"Tropical","Terrestrial","Habitat loss",1980,17
"452051",116,"VU",2,33,"Tropical","Terrestrial","Exploitation",1980,2000
"452056",111,"VU",-23.83333,31.5,"Tropical","Terrestrial","Habitat loss",1980,7250
"452101",66,"CR",1,38,"Tropical","Terrestrial","Disease",1980,7000
"452110",57,"LC",-3.18333,35.53333,"Tropical","Terrestrial","Habitat degradation/change",1980,18500
"452114",53,"LC",0.56667,30.36667,"Tropical","Terrestrial","Habitat loss",1980,0.89
"452142",25,"EN",-20.40444,57.42667,"Tropical","Terrestrial","Habitat loss",1980,11
"452147",20,"VU",-26.5,31.5,"Tropical","Terrestrial","Habitat loss",1980,0
"452160",7,"VU",-22,24,"Tropical","Terrestrial","Habitat loss",1980,815
"452162",5,"EN",-20.3,57.58333,"Tropical","Terrestrial","Pollution",1980,2
"452163",4,"EN",-4.58333,55.93333,"Tropical","Terrestrial","Habitat loss",1980,38
